id,name,surname,party,area,house
332948,VIGNALI Raffaello,VIGNALI,Area Popolare (NCD-UDC),Lombardia 2,Chamber of Deputies
687334,Vignaroli Stefano,Vignaroli,Movimento 5 stelle,Lazio 1,Chamber of Deputies
686669,Villarosa Alessio,Villarosa,Movimento 5 stelle,Sicilia 2,Chamber of Deputies
1760,VILLECCO CALIPARI Rosa Maria,VILLECCO CALIPARI,Partito Democratico,Lombardia 3,Chamber of Deputies
685895,Vitelli Paolo,Vitelli,Scelta civica per l'Italia,Piemonte 1,Chamber of Deputies
785,VITO Elio,VITO,Popolo della Libertà,Piemonte 2,Chamber of Deputies
687330,Zaccagnini Adriano,Zaccagnini,Sinistra ecologia e libertà,Lazio 1,Chamber of Deputies
332952,ZAMPA Sandra,ZAMPA,Partito Democratico,Emilia-Romagna,Chamber of Deputies
82511,ZAN Alessandro,ZAN,Partito Democratico,Veneto 1,Chamber of Deputies
687315,Zanetti Enrico,Zanetti,Scelta civica per l'Italia,Veneto 2,Chamber of Deputies
475723,Zanin Giorgio,Zanin,Partito Democratico,Friuli-Venezia Giulia,Chamber of Deputies
276866,Zappulla Giuseppe,Zappulla,Partito Democratico,Sicilia 2,Chamber of Deputies
8381,ZARATTI Filiberto,ZARATTI,Sinistra ecologia e libertà,Lazio 1,Chamber of Deputies
497584,Zardini Diego,Zardini,Partito Democratico,Veneto 1,Chamber of Deputies
171347,ZOGGIA Davide,ZOGGIA,Partito Democratico,Veneto 1,Chamber of Deputies
686013,Zolezzi Alberto,Zolezzi,Movimento 5 stelle,Lombardia 3,Chamber of Deputies
